"respid","hCountry","countrycode","Q9_ees_numeric","lrgen_selfdescription","econ_interven","redistribution","sociallifestyle","civlib_laworder","immigrate_policy_reversed","environment","immigrate_policy","econ_interven_factor","environment_factor","redistribution_factor","civlib_laworder_factor","immigrate_policy_factor","sociallifestyle_factor","prediction_lm_lrgen1","prediction_lm_lrgen2","prediction_polr_lrgen1","prediction_polr_lrgen2","prediction_rf_lrgen1","prediction_rf_lrgen2","prediction_rf_lrgen2_unrounded","prediction_lm_lrecon1","prediction_polr_lrecon1","prediction_rf_lrecon1","prediction_rf_lrecon2","prediction_rf_lrecon2_unrounded","prediction_lm_galtan1","prediction_polr_galtan1","prediction_rf_galtan1","prediction_rf_galtan2","prediction_rf_galtan2_unrounded"
"40723","22","1620",1620311,2,7,2,5,8,8,2,2,"7","2","2","8","2","5",5,5,5,5,3,5,4.68099032479208,5,5,3,5,4.63537569681277,5,5,7,6,5.95378468471548
"40752","22","1620",1620314,NA,5,3,3,8,5,3,5,"5","3","3","8","5","3",5,5,5,5,4,5,5.29538628619458,4,4,5,5,4.57483403467602,5,7,4,6,5.54966053324604
"40813","22","1620",1620311,5,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"40816","22","1620",1620314,NA,0,10,0,5,10,0,0,"0","0","10","5","0","0",4,4,4,4,2,3,3.08003942997253,5,5,0,3,3.49755630356776,2,2,0,2,1.51157303372224
"40824","22","1620",1620229,3,3,0,2,3,6,2,4,"3","2","0","3","4","2",3,3,2,2,3,3,2.72577819677378,2,2,3,3,2.62236497834854,3,2,3,3,2.83888866947871
"40839","22","1620",1620211,5,7,7,0,3,7,5,3,"7","5","7","3","3","0",5,5,5,5,6,6,5.5820758261637,7,7,7,7,7.13483858117681,2,2,0,1,1.48486348134372
"40845","22","1620",1620314,8,8,8,8,8,8,8,2,"8","8","8","8","2","8",7,7,8,7,8,7,7.2240614848675,8,8,8,8,7.7977472505317,7,5,7,6,5.79678069442298
"40857","22","1620",1620211,3,NA,2,2,5,8,5,2,NA,"5","2","5","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2.98421005520898
"40862","22","1620",NA,6,4,3,8,8,5,4,5,"4","4","3","8","5","8",5,5,5,5,4,6,5.57165455230241,4,4,4,4,3.88596958151691,7,7,8,7,7.45911706444059
"40864","22","1620",NA,0,5,5,10,10,0,5,10,"5","5","5","10","10","10",8,8,8,8,9,9,8.65813664520262,5,5,5,6,5.67037365764015,10,10,10,10,9.53837434539673
"40974","22","1620",1620211,2,6,0,0,5,8,2,2,"6","2","0","5","2","0",3,4,3,3,2,3,3.26158553805135,4,3,3,4,3.70913384776709,2,3,0,2,1.5755816797673
"41024","22","1620",1620314,7,5,5,5,8,5,0,5,"5","0","5","8","5","5",6,6,6,6,5,6,5.87515560172872,5,5,5,5,4.84815837168018,6,7,6,6,6.35904079921764
"41051","22","1620",NA,0,3,3,0,0,0,0,10,"3","0","3","0","10","0",4,4,4,4,4,4,3.90537328163315,3,3,3,3,3.33782125706342,3,3,0,2,2.26033155613895
"41141","22","1620",NA,NA,3,5,6,6,5,2,5,"3","2","5","6","5","6",5,5,5,5,4,5,4.96226130485585,4,4,4,5,4.51299710263545,6,5,5,6,6.2062865505594
"41158","22","1620",NA,5,5,1,1,4,5,8,5,"5","8","1","4","5","1",4,4,4,4,5,4,4.28832052525343,4,4,5,4,4.15559910553864,3,3,2,3,2.80583786409522
"41161","22","1620",1620314,5,5,5,0,6,5,4,5,"5","4","5","6","5","0",5,6,5,5,5,5,5.35733449027799,5,5,5,6,5.55783346038136,3,5,4,3,3.30359302700941
"41187","22","1620",1620211,4,4,6,0,6,10,3,0,"4","3","6","6","0","0",4,4,4,4,6,5,5.19398611231772,5,5,6,5,5.23161601059269,2,2,0,1,1.46996331018633
"41213","22","1620",1620314,5,2,0,0,10,5,0,5,"2","0","0","10","5","0",4,4,3,4,3,3,2.83898776746062,2,2,2,2,2.14485059544068,4,8,3,3,3.26633933696266
"41246","22","1620",1620229,1,3,3,0,7,6,3,4,"3","3","3","7","4","0",4,4,4,4,3,4,3.81763554471986,4,3,3,4,3.53291144497598,3,5,4,3,3.18252465430821
"41247","22","1620",1620229,0,1,0,5,7,7,5,3,"1","5","0","7","3","5",3,3,3,3,0,3,3.04705728437632,2,2,1,1,1.40061042318222,5,5,5,6,5.89690068437037
"41285","22","1620",NA,5,5,5,0,6,4,5,6,"5","5","5","6","6","0",5,6,5,6,5,5,5.40449257389411,5,5,5,6,5.67037365764015,3,5,4,3,3.44809905790654
"41289","22","1620",1620311,5,5,2,5,8,8,5,2,"5","5","2","8","2","5",5,5,5,4,7,5,4.86483255297842,4,4,5,5,4.65952508845224,5,5,7,6,5.95378468471548
"41323","22","1620",NA,4,4,2,4,8,5,2,5,"4","2","2","8","5","4",5,5,5,5,4,4,4.3266044707753,4,3,4,4,3.57056565144138,5,7,5,6,5.88946359559592
"41351","22","1620",NA,10,6,5,9,6,5,6,5,"6","6","5","6","5","9",6,6,7,6,6,7,6.55495296595402,6,6,6,6,6.21378506356017,7,5,9,7,7.28199586651846
"41375","22","1620",1620229,5,6,4,NA,4,0,3,10,"6","3","4","4","10",NA,NA,6,NA,7,NA,NA,NA,5,5,6,6,5.9468204662775,NA,7,NA,NA,NA
"41459","22","1620",1620122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41473","22","1620",NA,5,5,0,6,9,5,0,5,"5","0","0","9","5","6",5,5,5,5,4,4,4.24820967605569,3,3,2,3,2.92547236506552,7,8,7,6,6.48423111972961
"41495","22","1620",NA,0,NA,NA,0,NA,NA,5,NA,NA,"5",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41569","22","1620",1620311,4,7,3,0,5,10,1,0,"7","1","3","5","0","0",4,4,4,4,4,4,3.89821747021653,5,5,3,4,4.1790089999197,2,2,0,2,1.51157303372224
"41601","22","1620",NA,NA,2,2,0,10,2,1,8,"2","1","2","10","8","0",5,5,5,5,3,4,3.54177169367434,3,2,2,3,2.62779729969285,5,10,5,5,5.06003250170549
"41672","22","1620",NA,0,10,3,0,5,10,0,0,"10","0","3","5","0","0",5,5,5,5,2,4,3.54261609935418,6,7,3,4,3.65945415531768,2,2,0,2,1.51157303372224
"41701","22","1620",NA,5,5,3,0,5,5,5,5,"5","5","3","5","5","0",4,5,4,5,4,4,4.21053741021503,5,5,5,5,4.89538037986492,3,5,2,3,2.6885224744579
"41719","22","1620",1620211,2,2,2,0,5,8,0,2,"2","0","2","5","2","0",3,3,2,2,3,3,2.65626635924154,2,2,3,3,2.67852552650992,2,3,0,2,1.5755816797673
"41746","22","1620",NA,6,6,0,10,1,0,3,10,"6","3","0","1","10","10",5,5,5,4,9,6,5.70158202734648,4,3,5,4,3.62902394730061,8,5,10,7,7.1761239054574
"41759","22","1620",1620211,5,5,6,0,5,7,3,3,"5","3","6","5","3","0",5,5,5,5,5,5,5.15624495115546,6,5,6,6,5.72890645021177,2,3,0,2,1.754718817392
"41816","22","1620",NA,6,10,6,1,3,3,3,7,"10","3","6","3","7","1",7,7,7,7,6,7,6.51338223954517,8,8,9,8,7.53300818058542,3,5,4,3,2.935337205853
"41856","22","1620",1620311,1,4,1,10,0,6,0,4,"4","0","1","0","4","10",4,3,3,2,1,3,2.82258810942767,3,3,2,3,2.57714215571879,6,1,0,4,4.30571618507553
"41902","22","1620",1620314,7,7,0,5,10,7,0,3,"7","0","0","10","3","5",5,5,5,5,3,4,4.37548541805419,4,4,2,3,2.92696061145522,6,7,10,7,6.63682325986014
"41918","22","1620",1620211,5,5,5,0,10,0,3,10,"5","3","5","10","10","0",7,7,7,8,9,7,6.70888116441836,5,5,5,5,5.23817279625127,5,10,10,7,7.30708287990738
"42012","22","1620",1620314,NA,4,3,0,3,7,3,3,"4","3","3","3","3","0",3,4,3,3,3,3,3.09088594826842,4,4,4,4,3.92237929484831,2,2,0,1,1.48486348134372
"42077","22","1620",NA,5,10,10,10,10,5,7,5,"10","7","10","10","5","10",9,9,10,10,8,8,8.09956741119871,10,10,9,9,8.63573252647719,9,8,10,9,8.72481721039849
"42130","22","1620",1620314,8,3,2,9,7,1,3,9,"3","3","2","7","9","9",6,5,6,5,8,5,5.49723751774169,3,3,3,3,3.04269768476648,8,8,9,8,8.04569068358555
"42227","22","1620",1620311,4,5,0,5,10,7,2,3,"5","2","0","10","3","5",5,5,4,4,0,4,4.28689209485265,3,3,3,3,3.3912680095898,6,7,10,7,6.63682325986014
"42232","22","1620",1620314,9,3,4,10,10,4,3,6,"3","3","4","10","6","10",6,6,6,6,9,6,6.3792140164429,4,4,4,4,4.1196742466914,9,9,10,9,9.12879597359807
"42254","22","1620",1620311,6,5,4,0,3,7,1,3,"5","1","4","3","3","0",4,4,4,4,4,4,3.83199169290558,5,5,5,4,4.34851602538219,2,2,0,1,1.48486348134372
"42314","22","1620",1620311,3,5,3,0,5,8,2,2,"5","2","3","5","2","0",4,4,4,4,4,4,3.7777647434579,4,4,5,5,4.66303654047241,2,3,0,2,1.5755816797673
"42341","22","1620",1620311,5,3,4,4,8,10,4,0,"3","4","4","8","0","4",4,4,4,4,7,5,5.21455237465328,4,4,4,4,4.04540565797555,4,4,0,3,3.35980369952878
"42386","22","1620",1620211,0,NA,10,0,2,NA,0,NA,NA,"0","10","2",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42439","22","1620",NA,NA,NA,4,5,7,3,5,7,NA,"5","4","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,6,6.15157242815697
"42445","22","1620",1620314,8,4,10,5,5,5,7,5,"4","7","10","5","5","5",6,6,7,7,5,5,5.35845338742111,7,7,5,6,6.35529036642577,5,5,5,5,5.09518933055154
"42446","22","1620",NA,6,0,0,0,10,0,5,10,"0","5","0","10","10","0",4,5,4,5,0,3,3.40029936031625,1,1,0,1,1.13242723726289,5,10,10,7,7.30708287990738
"42447","22","1620",NA,5,0,3,10,10,9,10,1,"0","10","3","10","1","10",4,4,4,4,9,5,5.34896350556504,3,3,3,3,3.31282723446843,8,5,10,6,6.18518045517181
"42449","22","1620",1620122,8,2,8,4,0,10,0,0,"2","0","8","0","0","4",3,3,3,3,2,3,3.32420559193722,5,5,2,3,3.14094237031553,2,0,0,3,2.63411091800419
"42455","22","1620",1620314,NA,5,0,5,8,5,5,5,"5","5","0","8","5","5",5,5,5,5,7,5,4.86362642011184,3,3,5,4,3.89295422198909,6,7,6,6,6.35904079921764
"42456","22","1620",1620311,4,3,3,2,5,8,2,2,"3","2","3","5","2","2",3,4,3,3,3,3,3.46881809930103,3,3,4,4,3.80110799813201,3,3,2,3,2.98421005520898
"42460","22","1620",NA,4,5,5,0,9,6,6,4,"5","6","5","9","4","0",5,6,5,6,7,6,6.18673148598612,5,5,5,6,5.56969841129156,4,7,4,3,3.18459179770294
"42461","22","1620",1620311,5,5,5,5,5,5,0,5,"5","0","5","5","5","5",5,5,5,5,5,5,4.9841901722046,5,5,5,5,4.84815837168018,5,5,5,5,5.09518933055154
"42464","22","1620",1620229,0,3,1,0,1,10,1,0,"3","1","1","1","0","0",2,2,2,2,2,2,2.23111067719005,3,2,2,3,2.6467016740321,1,0,0,1,0.870872213713694
"42467","22","1620",1620311,5,5,4,10,5,5,5,5,"5","5","4","5","5","10",6,5,6,5,5,6,5.66353263192868,5,5,5,5,5.10108163311735,8,5,9,7,7.02076622794056
"42468","22","1620",1620211,0,5,1,0,4,7,0,3,"5","0","1","4","3","0",3,3,3,3,2,3,3.05391860876715,3,3,2,3,3.12819887185156,2,3,0,2,1.93596215233952
"42471","22","1620",NA,NA,0,0,0,3,3,5,7,"0","5","0","3","7","0",2,3,2,2,1,3,2.67027479688143,1,1,0,1,1.13242723726289,3,5,1,3,2.66052823453448
"42473","22","1620",NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,"0",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42507","22","1620",1620314,6,10,5,5,4,6,5,4,"10","5","5","4","4","5",7,6,7,7,5,6,5.93955357566245,7,8,5,7,6.65367185773674,5,3,5,5,4.52685897522871
"42509","22","1620",1620314,5,5,0,0,0,4,5,6,"5","5","0","0","6","0",3,3,3,3,5,4,3.71691041618568,3,3,5,4,3.89295422198909,2,2,0,2,1.51837381222218
"42520","22","1620",1620311,5,3,3,0,3,5,3,5,"3","3","3","3","5","0",3,4,3,4,4,4,3.5229345992633,4,3,3,4,3.53291144497598,2,3,0,2,2.30647059962789
"42550","22","1620",1620311,3,9,7,0,9,5,4,5,"9","4","7","9","5","0",7,8,7,8,6,7,6.58354045845216,8,8,7,8,7.54697470972208,4,8,3,3,3.27907241410214
"42554","22","1620",NA,NA,4,3,0,3,6,2,4,"4","2","3","3","4","0",4,4,3,4,4,3,3.32235395067733,4,4,4,4,3.94937960961064,2,2,0,2,2.07169285658334
"42562","22","1620",NA,4,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"42568","22","1620",1620314,5,5,0,0,10,0,0,10,"5","0","0","10","10","0",5,6,5,6,6,5,5.05110438583328,3,3,2,3,2.92547236506552,5,10,10,7,7.30708287990738
"42572","22","1620",1620314,4,6,8,10,10,5,0,5,"6","0","8","10","5","10",8,7,8,7,8,7,7.10840916338738,6,7,5,6,5.96791892143251,9,8,10,9,8.72481721039849
"42574","22","1620",1620311,7,6,0,0,4,4,5,6,"6","5","0","4","6","0",4,4,4,4,4,4,4.21869452074364,4,4,5,4,3.80633923880261,3,5,0,2,2.13175601691688
"42581","22","1620",1620311,5,NA,0,5,8,7,3,3,NA,"3","0","8","3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5.93769065642263
"42582","22","1620",NA,10,0,9,2,0,3,2,7,"0","2","9","0","7","2",4,4,4,4,4,4,3.91917441581221,5,5,2,3,2.5196469848798,3,2,1,3,2.90978729470791
"42625","22","1620",NA,NA,5,0,4,8,5,3,5,"5","3","0","8","5","4",5,5,4,5,4,5,4.74411493342711,3,3,5,3,3.3433599029289,5,7,5,6,5.88946359559592
"42627","22","1620",1620311,2,5,4,0,0,9,0,1,"5","0","4","0","1","0",3,3,3,2,2,3,3.41764786633371,5,5,5,4,4.00474585313462,0,0,0,1,0.652800178176833
"42629","22","1620",1620314,5,0,5,10,5,5,0,5,"0","0","5","5","5","10",4,4,4,4,5,5,4.55840676499009,3,3,5,4,3.54639582311593,8,5,9,7,7.02076622794056
"42638","22","1620",1620314,9,4,0,10,6,5,3,5,"4","3","0","6","5","10",5,4,5,4,4,4,4.12781464816802,3,3,3,3,2.74402847596319,8,5,9,7,7.19122255154388
"42643","22","1620",NA,5,0,3,1,5,9,5,1,"0","5","3","5","1","1",2,3,2,2,2,2,2.42350771464256,3,2,3,3,2.90402762926891,2,2,1,2,1.82546340434173
"42648","22","1620",NA,5,NA,5,0,10,5,5,5,NA,"5","5","10","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,3,3,3.26633933696266
"42649","22","1620",NA,2,7,1,1,4,1,1,9,"7","1","1","4","9","1",5,5,5,5,3,5,4.56609638440056,4,4,2,4,4.08535386481977,4,6,1,3,3.39656663374394
"42677","22","1620",NA,5,9,0,5,10,0,5,10,"9","5","0","10","10","5",7,7,7,7,9,7,6.58697434025635,5,5,1,3,3.49948160553952,8,10,10,8,8.3598806050146
"42695","22","1620",NA,NA,NA,NA,0,NA,4,5,6,NA,"5",NA,NA,"6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42736","22","1620",NA,5,10,10,0,0,0,0,10,"10","0","10","0","10","0",7,8,8,8,9,7,6.59322208804991,9,9,9,8,7.98840133251902,3,3,0,2,2.26033155613895
"42772","22","1620",1620211,1,2,2,0,0,10,1,0,"2","1","2","0","0","0",1,1,1,1,2,2,2.18062142416211,3,2,2,3,2.62779729969285,0,0,0,1,0.701834812350845
"42814","22","1620",NA,10,3,6,10,9,0,6,10,"3","6","6","9","10","10",7,7,8,7,9,8,8.1334211362807,5,5,6,5,5.08217321978778,10,10,10,9,9.3676811348069
"42825","22","1620",1620211,NA,0,0,NA,0,0,0,10,"0","0","0","0","10",NA,NA,3,NA,2,NA,NA,NA,1,1,0,1,1.25384706979733,NA,3,NA,NA,NA
"42843","22","1620",1620311,6,4,1,5,3,2,3,8,"4","3","1","3","8","5",4,4,4,4,4,3,3.43042065982009,3,3,3,3,2.73412873022049,5,5,5,5,5.39676049390704
"42865","22","1620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42875","22","1620",1620211,2,4,2,2,4,4,5,6,"4","5","2","4","6","2",4,4,4,4,3,4,3.60869607259108,4,4,4,4,4.08575905440946,4,5,3,3,3.49004585811577
"42961","22","1620",1620314,10,8,5,5,5,2,3,8,"8","3","5","5","8","5",7,7,7,7,6,6,6.00245436766358,6,7,7,6,6.46960897154792,6,6,6,6,5.66509536238019
"43017","22","1620",NA,5,7,3,0,10,5,4,5,"7","4","3","10","5","0",6,6,6,7,4,5,5.1438667972489,5,5,5,6,5.69059683640775,4,8,3,3,3.26633933696266
"43115","22","1620",1620229,0,10,10,0,0,10,10,0,"10","10","10","0","0","0",6,6,6,6,5,7,6.59560421249406,10,10,10,9,9.29416072412931,0,0,0,1,0.701834812350845
"43172","22","1620",NA,10,2,8,10,6,0,6,10,"2","6","8","6","10","10",7,7,7,7,9,7,7.28139395432716,5,5,3,4,4.01965054216307,9,8,10,8,8.44653011446555
"43220","22","1620",1620314,9,3,0,4,4,8,2,2,"3","2","0","4","2","4",3,3,2,2,3,3,2.64390508495069,2,2,3,3,2.62236497834854,4,2,5,4,3.74783359710855
"43293","22","1620",1620311,3,0,0,0,3,4,2,6,"0","2","0","3","6","0",2,2,2,2,1,2,2.12734470953276,1,1,1,1,1.15112743244846,2,3,0,2,1.9539794938391
"43448","22","1620",1620311,5,5,3,5,5,2,2,8,"5","2","3","5","8","5",5,5,5,5,5,5,4.64987466295086,4,4,5,5,4.66303654047241,6,6,6,6,5.66509536238019
"43483","22","1620",1620311,3,3,4,2,4,6,2,4,"3","2","4","4","4","2",4,4,4,4,4,4,3.74328138368179,4,4,4,4,4.16002034023211,3,3,3,3,2.9560045102168
"43492","22","1620",1620311,5,2,5,7,8,5,8,5,"2","8","5","8","5","7",5,5,5,5,8,6,5.66072677879721,4,4,5,5,4.69327953390136,7,7,8,7,7.13219556872231
"43495","22","1620",NA,2,0,0,0,2,1,0,9,"0","0","0","2","9","0",2,3,2,2,2,2,2.0255254081802,1,1,0,1,1.25384706979733,3,5,0,2,2.42659549731499
"43530","22","1620",1620211,2,4,2,2,8,8,0,2,"4","0","2","8","2","2",4,4,4,4,3,3,3.30441383056164,3,3,3,3,3.39909772216201,4,5,2,4,3.6580295090651
"43627","22","1620",1620314,6,10,5,2,4,8,8,2,"10","8","5","4","2","2",6,6,6,6,6,6,6.35472092605247,8,8,9,7,7.02191255930915,3,2,2,3,2.67241651008172
"43672","22","1620",1620311,6,6,5,8,7,7,7,3,"6","7","5","7","3","8",6,6,6,6,7,6,6.42135778103126,6,6,6,6,6.11371947873448,7,5,8,7,7.02895302592323
"43751","22","1620",NA,5,0,5,0,2,3,0,7,"0","0","5","2","7","0",3,4,3,3,4,4,3.78087724949642,3,3,5,4,3.54639582311593,2,3,0,2,2.18201297577689
"43827","22","1620",1620314,6,10,10,4,10,8,0,2,"10","0","10","10","2","4",8,8,8,8,9,7,7.23736612299483,9,9,9,8,7.98840133251902,5,6,2,5,4.60328640699536
"44734","22","1620",1620311,4,1,3,1,2,2,1,8,"1","1","3","2","8","1",3,4,3,3,3,3,3.12439326378984,3,2,3,2,2.15443987336587,3,5,3,3,2.85931347599954
"44857","22","1620",1620311,5,5,2,0,5,5,5,5,"5","5","2","5","5","0",4,5,4,5,4,4,3.98447374913402,4,4,5,5,4.65952508845224,3,5,2,3,2.6885224744579
"44875","22","1620",NA,5,4,2,0,5,4,5,6,"4","5","2","5","6","0",4,5,4,4,4,4,3.79311155499346,4,4,4,4,4.08575905440946,3,5,2,3,2.85293233745757
"45125","22","1620",1620314,6,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"45526","22","1620",NA,7,7,6,1,9,8,3,2,"7","3","6","9","2","1",6,6,6,7,7,7,6.7490311162177,6,7,7,7,6.61775059701213,4,5,1,3,2.88216052890824
"45528","22","1620",1620311,9,0,3,0,10,6,1,4,"0","1","3","10","4","0",3,4,3,4,3,3,2.76680446464021,2,2,1,2,1.62286197727576,4,8,1,3,2.87917651544741
"45530","22","1620",1620311,1,3,5,0,10,9,0,1,"3","0","5","10","1","0",4,5,4,5,7,5,4.92517774363939,4,4,5,5,4.63759656852154,3,5,0,2,2.08647171295988
"45550","22","1620",1620229,1,1,1,2,3,2,1,8,"1","1","1","3","8","2",3,3,3,3,2,2,2.3890272361728,2,2,1,2,1.57598300570757,4,5,3,4,3.80094983208006
"45553","22","1620",NA,5,5,0,10,10,5,0,5,"5","0","0","10","5","10",5,5,5,5,10,5,5.02987087368362,3,3,2,3,2.92547236506552,9,8,10,9,8.72481721039849
"45829","22","1620",NA,0,5,0,5,10,10,7,0,"5","7","0","10","0","5",4,4,4,4,3,5,5.02063160994061,4,3,5,4,4.24886163365352,5,5,10,6,5.90624497735294
"45928","22","1620",1620311,4,4,3,2,2,5,5,5,"4","5","3","2","5","2",4,4,4,4,3,3,3.34462097776608,4,4,4,4,4.17788533414849,3,2,3,3,3.17151399336636
"45999","22","1620",1620314,8,5,3,7,7,6,4,4,"5","4","3","7","4","7",5,5,5,5,4,5,5.23151464440205,5,4,5,5,4.80013521766044,6,5,8,6,6.01964390688032
"46018","22","1620",1620211,5,3,5,0,6,9,3,1,"3","3","5","6","1","0",4,4,4,4,4,5,4.7144971397915,4,4,4,5,4.56640130441889,2,3,0,2,1.85314082838581
"46025","22","1620",1620211,2,5,1,0,5,8,5,2,"5","5","1","5","2","0",3,4,3,3,4,4,3.50345376838443,4,4,5,4,3.76511488616679,2,3,0,2,1.5755816797673
"46043","22","1620",1620311,5,6,5,6,5,3,6,7,"6","6","5","5","7","6",6,6,7,6,6,6,6.0275168827422,6,6,6,6,6.21378506356017,6,5,6,6,6.22577698631561
"46135","22","1620",1620229,0,3,0,0,5,7,0,3,"3","0","0","5","3","0",3,3,2,2,2,3,2.50654882120545,2,2,2,2,2.20083314455294,2,3,0,2,1.754718817392
"46140","22","1620",1620314,NA,5,4,4,6,4,5,6,"5","5","4","6","6","4",5,6,5,5,5,5,5.11163127290397,5,5,5,5,5.10108163311735,5,5,5,5,4.91335488850785
"46149","22","1620",1620314,7,5,3,0,5,3,0,7,"5","0","3","5","7","0",5,5,5,5,4,4,3.99522286084806,4,4,5,4,3.90485487082144,3,5,2,3,3.30368298448277
"46175","22","1620",1620229,0,0,0,0,5,5,3,5,"0","3","0","5","5","0",2,3,2,2,1,2,1.93278340799388,1,1,1,1,1.26631240958806,3,5,2,3,2.6885224744579
"46181","22","1620",NA,4,5,4,3,6,4,2,6,"5","2","4","6","6","3",5,5,5,5,5,5,4.95344223411774,5,5,5,5,4.87674866628613,5,5,6,5,4.82577229260164
"46189","22","1620",NA,NA,2,3,1,7,7,3,3,"2","3","3","7","3","1",4,4,3,4,3,4,3.56821177925816,3,3,3,3,3.27543726762617,3,5,3,3,3.05263755421367
"46194","22","1620",NA,1,3,4,7,3,4,5,6,"3","5","4","3","6","7",5,4,5,4,4,5,4.86651908816415,4,4,4,4,4.3913421252417,6,3,6,6,6.31072808251188
"46200","22","1620",1620311,3,4,5,1,3,4,1,6,"4","1","5","3","6","1",4,5,4,5,5,5,4.56337294695739,5,5,3,4,4.48490817124014,3,3,3,3,2.64459867854228
"46201","22","1620",1620314,5,5,5,5,7,7,6,3,"5","6","5","7","3","5",5,5,5,5,6,6,5.9798776183011,5,5,5,6,5.56969841129156,5,5,5,6,5.89690068437037
"46205","22","1620",1620314,6,4,5,10,10,7,6,3,"4","6","5","10","3","10",6,6,7,6,8,7,7.03660656589767,5,5,5,5,5.2042826898675,8,7,10,9,9.00857437459234
"46207","22","1620",1620211,0,0,7,0,10,10,0,0,"0","0","7","10","0","0",4,4,4,4,2,4,4.27526585515514,4,3,2,3,3.03827088180638,3,5,0,2,1.88968824920211
"46209","22","1620",1620314,5,6,2,1,10,1,1,9,"6","1","2","10","9","1",6,7,6,7,3,5,5.16256075908059,4,4,3,4,4.13037141190405,5,10,5,7,6.57231592837253
"46220","22","1620",NA,4,5,4,1,9,2,1,8,"5","1","4","9","8","1",6,6,6,7,7,5,5.48785598824775,5,5,5,4,4.34851602538219,5,9,5,5,5.23953914434477
"46222","22","1620",1620311,3,5,2,0,8,10,5,0,"5","5","2","8","0","0",4,4,4,4,4,5,4.60369124102705,4,4,5,5,4.65952508845224,2,4,0,1,1.04720874826352
"46277","22","1620",1620314,5,4,3,0,0,6,0,4,"4","0","3","0","4","0",3,3,3,3,2,3,3.11642051985026,4,4,4,4,3.54074052931504,1,1,0,1,1.21363739415716
"46406","22","1620",1620314,5,5,5,5,10,5,0,5,"5","0","5","10","5","5",6,6,6,7,5,6,6.02143198111892,5,5,5,5,4.84815837168018,6,8,7,6,6.484474641171
"46418","22","1620",1620311,0,3,3,0,3,4,2,6,"3","2","3","3","6","0",4,4,3,4,4,4,3.59366202212956,3,3,4,4,3.80110799813201,2,3,0,2,1.9539794938391
"46434","22","1620",1620311,2,8,9,8,10,8,8,2,"8","8","9","10","2","8",8,8,8,8,8,8,7.80080534914708,8,8,8,8,8.10463916104428,7,6,10,8,7.87549541126399
"46474","22","1620",1620311,3,5,1,0,3,0,0,10,"5","0","1","3","10","0",4,5,4,5,2,4,3.98213925982028,3,3,2,3,3.12819887185156,3,5,1,3,2.84536506942249
"46476","22","1620",1620314,5,5,4,8,6,5,4,5,"5","4","4","6","5","8",6,5,6,5,6,6,5.74575918169784,5,5,5,5,5.1425156370865,7,5,8,7,7.07847305229077
"46509","22","1620",1620211,5,3,1,1,5,9,1,1,"3","1","1","5","1","1",3,3,2,2,2,3,2.74204230816628,3,2,2,3,2.6467016740321,2,2,1,2,1.82546340434173
"46656","22","1620",1620311,5,5,6,6,9,1,2,9,"5","2","6","9","9","6",7,7,7,7,8,7,7.15930388109441,5,5,6,6,5.68005138582068,8,9,8,8,7.76296539632444
"46796","22","1620",1620311,6,0,0,10,10,3,2,7,"0","2","0","10","7","10",5,4,4,4,0,3,2.76733225933481,1,1,1,1,1.15112743244846,9,9,10,9,9.45023611444671
"46871","22","1620",1620314,8,2,0,1,10,7,5,3,"2","5","0","10","3","1",3,4,3,4,3,3,3.13964548096575,2,2,2,3,2.64132271908394,4,7,3,4,3.7849043092191
"46886","22","1620",NA,0,0,1,0,0,5,3,5,"0","3","1","0","5","0",2,2,2,2,2,2,1.83421373137235,2,1,2,2,1.54034048589138,1,1,0,1,1.27070338056882
